,end_points,13:18:49,3368
2662,-128.0,-128.0,27.6
2663,-0.6,46.8,15.0
2664,0.4,-128.0,48.7
2665,128.0,-128.0,86.6
2666,-128.0,-128.0,4.2
2667,4.1,128.0,-1.1
2668,4.0,-128.0,50.4
2669,128.0,-128.0,105.3
2670,-128.0,-128.0,-9.0
2671,11.2,128.0,11.6
2672,6.9,-128.0,48.5
2673,128.0,-128.0,99.6
2674,-128.0,-128.0,3.3
2675,9.2,-62.6,39.2
2676,4.1,-128.0,50.4
2677,128.0,-128.0,72.4
2678,-128.0,-128.0,28.2
2679,18.1,128.0,39.3
2680,-0.6,-128.0,49.5
2681,128.0,-128.0,36.7
2682,-128.0,-128.0,47.7
2683,9.5,128.0,41.8
2684,-3.3,-128.0,43.4
2685,128.0,-128.0,27.2
2686,-128.0,-128.0,53.2
2687,3.8,128.0,37.1
2688,-1.4,-128.0,43.8
2689,128.0,-128.0,18.1
2690,-128.0,-128.0,62.1
2691,-2.3,128.0,33.1
2692,-3.2,-128.0,46.1
2693,128.0,-128.0,21.2
2694,-128.0,-128.0,56.0
2695,6.0,-13.4,47.1
2696,6.0,-128.0,35.1
2697,128.0,-128.0,60.0
2698,-128.0,-128.0,21.2
2699,9.0,-20.6,57.2
2700,4.9,-128.0,17.8
2701,128.0,-128.0,65.1
2702,-128.0,-128.0,21.5
2703,8.3,-16.4,58.9
2704,7.7,-128.0,19.7
2705,128.0,-128.0,67.4
2706,-128.0,-128.0,16.1
2707,6.6,-15.8,48.8
2708,5.4,-128.0,26.8
2709,128.0,-128.0,50.8
2710,-128.0,-128.0,30.3
2711,5.5,128.0,42.5
2712,6.2,-128.0,37.7
2713,128.0,-128.0,47.4
2714,-128.0,-128.0,34.5
2715,2.2,128.0,16.1
2716,3.3,-128.0,48.5
2717,128.0,-128.0,20.8
2718,-128.0,-128.0,52.2
2719,-4.2,128.0,7.4
2720,1.4,-128.0,49.5
2721,128.0,-128.0,22.5
2722,-128.0,-128.0,52.7
2723,-11.6,128.0,-10.5
2724,3.6,-128.0,55.7
2725,128.0,-128.0,21.4
2726,-128.0,-128.0,57.0
2727,-14.2,128.0,10.1
2728,0.9,-128.0,53.1
2729,128.0,-128.0,20.3
2730,-128.0,-128.0,59.0
2731,-7.0,115.0,36.2
2732,0.3,-128.0,46.1
2733,128.0,-128.0,19.3
2734,-128.0,-128.0,60.1
2735,-5.3,128.0,47.1
2736,-0.9,-128.0,41.6
2737,128.0,-128.0,44.0
2738,-128.0,-128.0,40.5
2739,-3.5,-25.7,44.7
2740,-2.5,-128.0,39.3
2741,128.0,-128.0,38.9
2742,-128.0,-128.0,45.9
2743,-3.1,128.0,55.1
2744,-1.6,-128.0,39.0
2745,128.0,-128.0,42.4
2746,-128.0,-128.0,43.4
2747,-3.7,-128.0,37.3
2748,128.0,-128.0,31.3
2749,-128.0,-128.0,49.4
2750,-4.0,-9.1,51.0
2751,-4.0,-128.0,33.3
2752,128.0,-128.0,31.7
2753,-128.0,-128.0,50.9
2754,-2.7,-2.2,50.4
2755,-5.3,-128.0,36.1
2756,128.0,-128.0,32.9
2757,-128.0,-128.0,48.3
2758,-2.0,2.5,47.1
2759,-3.9,-128.0,37.6
2760,128.0,-128.0,44.1
2761,-128.0,-128.0,44.0
2762,0.1,128.0,37.6
2763,-5.4,-128.0,46.1
2764,128.0,-128.0,38.3
2765,-128.0,-128.0,48.0
2766,7.0,128.0,30.2
2767,-7.6,-128.0,48.4
2768,128.0,-128.0,26.0
2769,-128.0,-128.0,48.1
2770,12.6,128.0,29.0
2771,-5.1,-128.0,43.1
2772,128.0,-128.0,59.1
2773,-128.0,-128.0,28.0
2774,1.7,-49.6,35.0
2775,-2.1,-128.0,48.4
2776,128.0,-128.0,60.8
2777,-128.0,-128.0,23.5
2778,2.3,128.0,37.8
2779,1.9,-128.0,39.4
2780,128.0,-128.0,57.5
2781,-128.0,-128.0,22.3
2782,3.1,-56.3,40.6
2783,2.8,-128.0,32.3
2784,128.0,-128.0,50.6
2785,-128.0,-128.0,28.7
2786,3.5,128.0,46.1
2787,1.4,-128.0,34.9
2788,128.0,-128.0,41.7
2789,-128.0,-128.0,37.1
2790,2.0,-6.9,40.8
2791,0.1,-128.0,37.4
2792,128.0,-128.0,36.3
2793,-128.0,-128.0,47.9
2794,2.1,-36.9,42.2
2795,-2.3,-128.0,43.8
2796,128.0,-128.0,16.1
2797,-128.0,-128.0,57.7
2798,12.1,128.0,42.0
2799,-4.4,-128.0,39.3
2800,128.0,-128.0,29.0
2801,-128.0,-128.0,51.5
2802,10.1,128.0,21.6
2803,-4.0,-128.0,50.2
2804,128.0,-128.0,43.8
2805,-128.0,-128.0,45.9
2806,5.6,-11.2,38.6
2807,-2.9,-128.0,50.5
2808,128.0,-128.0,32.9
2809,-128.0,-128.0,41.9
2810,6.0,-48.0,39.3
2811,-0.6,-128.0,36.5
2812,128.0,-128.0,54.5
2813,-128.0,-128.0,29.3
2814,3.7,128.0,61.4
2815,2.7,-128.0,32.7
2816,128.0,-128.0,66.6
2817,-128.0,-128.0,18.6
2818,4.1,-20.2,44.1
2819,3.9,-128.0,34.1
2820,128.0,-128.0,56.2
2821,-128.0,-128.0,26.4
2822,1.9,-128.0,36.6
2823,128.0,-128.0,40.4
2824,-128.0,-128.0,38.0
2825,2.2,-30.9,37.0
2826,-0.2,-128.0,41.0
2827,128.0,-128.0,35.9
2828,-128.0,-128.0,41.4
2829,6.3,128.0,24.1
2830,-2.2,-128.0,44.3
2831,128.0,-128.0,35.2
2832,-128.0,-128.0,38.4
2833,13.8,128.0,19.5
2834,0.5,-128.0,43.2
2835,128.0,-128.0,61.8
2836,-128.0,-128.0,21.5
2837,-0.9,-128.0,46.1
2838,128.0,-128.0,60.6
2839,-128.0,-128.0,25.0
2840,19.9,128.0,17.1
2841,-6.4,-128.0,47.3
2842,128.0,-128.0,27.5
2843,-128.0,-128.0,47.5
2844,24.3,128.0,28.4
2845,-7.3,-128.0,42.2
2846,128.0,-128.0,15.9
2847,-128.0,-128.0,56.3
2848,7.7,-23.2,38.9
2849,-7.3,-128.0,39.1
2850,128.0,-128.0,29.2
2851,-128.0,-128.0,49.7
2852,11.6,39.8,45.6
2853,-7.5,-128.0,38.1
2854,128.0,-128.0,37.8
2855,-128.0,-128.0,48.5
2856,18.8,128.0,53.3
2857,-8.2,-128.0,40.6
2858,128.0,-128.0,31.8
2859,-128.0,-128.0,49.4
2860,15.2,128.0,52.1
2861,-5.5,-128.0,38.4
2862,128.0,-128.0,52.9
2863,-128.0,-128.0,36.0
2864,7.8,128.0,44.3
2865,-1.9,-128.0,42.5
2866,128.0,-128.0,60.3
2867,-128.0,-128.0,28.8
2868,1.3,36.6,42.1
2869,2.4,-128.0,42.0
2870,128.0,-128.0,64.6
2871,-128.0,-128.0,24.0
2872,-8.3,128.0,34.4
2873,4.0,-128.0,43.1
2874,128.0,-128.0,45.3
2875,-128.0,-128.0,34.4
2876,-12.7,128.0,38.4
2877,6.7,-128.0,39.2
2878,128.0,-128.0,51.1
2879,-128.0,-128.0,31.9
2880,-16.6,128.0,33.4
2881,5.5,-128.0,42.2
2882,128.0,-128.0,28.9
2883,-128.0,-128.0,46.3
2884,-14.6,75.0,36.8
2885,6.3,-128.0,40.2
2886,128.0,-126.6,24.8
2887,-128.0,-128.0,52.9
2888,-11.8,-13.9,41.8
2889,6.8,-128.0,40.2
2890,128.0,-126.2,19.8
2891,-128.0,-128.0,53.2
2892,-26.3,128.0,42.0
2893,8.9,-128.0,38.0
2894,128.0,-126.1,38.1
2895,-128.0,-128.0,39.7
2896,-25.5,128.0,36.5
2897,9.0,-128.0,39.9
2898,128.0,-126.1,45.9
2899,-128.0,-128.0,33.8
2900,-25.2,128.0,35.7
2901,10.0,-128.0,40.1
2902,128.0,-127.0,52.1
2903,-128.0,-128.0,29.3
2904,9.6,-128.0,39.1
2905,128.0,-126.0,48.2
2906,-128.0,-128.0,32.3
2907,-28.7,128.0,38.5
2908,10.0,-128.0,39.2
2909,128.0,-127.0,46.9
2910,-128.0,-128.0,33.3
2911,-6.7,-26.6,38.9
2912,10.6,-128.0,39.1
2913,128.0,-128.0,47.2
2914,-128.0,-128.0,34.7
2915,-5.1,-53.2,40.2
2916,8.8,-128.0,39.8
2917,128.0,-128.0,45.8
2918,-128.0,-128.0,35.7
2919,-20.7,128.0,42.6
2920,8.0,-128.0,39.2
2921,128.0,-128.0,47.2
2922,-128.0,-128.0,38.2
2923,-10.4,50.9,43.5
2924,6.4,-128.0,41.1
2925,128.0,-128.0,35.6
2926,-128.0,-128.0,53.5
2927,-20.2,128.0,45.9
2928,4.4,-128.0,46.0
2929,128.0,-128.0,30.4
2930,-128.0,-128.0,55.4
2931,-9.9,-66.7,46.8
2932,-0.1,-128.0,42.3
2933,128.0,-128.0,7.8
2934,-128.0,-128.0,68.5
2935,-21.3,29.9,37.4
2936,-2.2,-128.0,46.9
2937,128.0,-128.0,-6.0
2938,-128.0,-128.0,71.6
2939,-40.6,128.0,7.6
2940,1.6,-128.0,49.5
2941,128.0,-119.7,8.6
2942,-128.0,-128.0,59.1
2943,5.2,-128.0,46.9
2944,128.0,-97.0,32.2
2945,-128.0,-128.0,33.6
2946,-45.7,128.0,9.3
2947,27.4,-128.0,40.4
2948,128.0,-100.7,101.9
2949,-128.0,-128.0,-18.6
2950,-35.8,128.0,80.7
2951,32.9,-128.0,17.4
2952,128.0,-121.4,128.0
2953,-128.0,-128.0,-35.4
2954,5.1,22.4,62.8
2955,32.5,-128.0,7.9
2956,128.0,-115.1,128.0
2957,-98.5,-128.0,-14.3
2958,-13.9,13.3,48.0
2959,12.9,-128.0,15.6
2960,128.0,-44.7,-24.0
2961,-121.3,-128.0,56.1
2962,-64.4,15.0,114.7
2963,30.7,-128.0,-35.0
2964,113.4,24.6,-36.9
2965,-99.4,-128.0,67.2
2966,-58.6,-71.6,128.0
2967,22.4,-128.0,-39.4
2968,20.1,-118.0,-1.8
2969,-83.1,-128.0,128.0
2970,-33.5,-79.4,128.0
2971,25.5,-128.0,-41.6
2972,41.3,-128.0,-8.8
2973,-128.0,-128.0,128.0
2974,-4.0,-76.0,22.5
2975,57.4,-128.0,-6.3
2976,38.3,-128.0,7.2
2977,-128.0,-128.0,103.2
2978,-41.4,18.6,-75.6
2979,111.6,-128.0,118.1
2980,39.0,-124.6,8.5
2981,-41.5,-128.0,15.1
2982,13.9,-119.8,-1.7
2983,107.2,-128.0,128.0
2984,15.3,-111.8,-6.1
2985,4.6,-128.0,111.0
2986,10.6,-128.0,-4.1
2987,71.9,10.2,128.0
2988,-128.0,46.6,128.0
2989,16.8,-128.0,-6.5
2990,33.5,-99.3,-2.6
2991,-128.0,-128.0,45.5
2992,-7.0,128.0,18.2
2993,-6.0,-122.6,14.9
2994,56.9,-112.3,-25.8
2995,-128.0,-115.8,128.0
2996,30.6,1.9,-11.4
2997,-25.5,-111.0,24.2
2998,-20.7,-104.7,21.9
2999,-45.3,-91.8,23.9
3000,87.1,86.9,-23.7
3001,-43.8,-98.8,33.1
3002,-33.6,-96.0,30.4
3003,-45.6,-87.1,31.8
3004,-52.6,-73.7,41.2
3005,-71.9,-100.0,47.3
3006,-53.7,-77.9,42.1
3007,-85.7,-54.7,40.7
3008,-41.8,-25.1,43.5
3009,-72.0,-66.0,54.0
3010,-66.4,-63.9,53.1
3011,-79.5,-54.5,52.4
3012,-70.9,-33.9,63.5
3013,-83.3,-50.4,68.3
3014,-76.4,-48.6,67.3
3015,-90.4,-38.4,66.2
3016,-81.4,-20.9,79.9
3017,-93.4,-36.8,84.8
3018,-85.7,-33.4,83.3
3019,-99.6,-23.3,82.0
3020,-90.2,1.0,114.2
3021,-101.7,-14.2,118.9
3022,-93.8,-10.3,117.5
3023,-107.3,-0.6,115.5
3024,-90.9,15.2,128.0
3025,-102.5,0.1,128.0
3026,-94.8,3.7,128.0
3027,-108.7,13.7,128.0
3028,-92.2,23.9,128.0
3029,-103.1,9.7,128.0
3030,-95.4,12.5,128.0
3031,-109.1,22.2,128.0
3032,-89.3,44.7,128.0
3033,-100.5,30.2,128.0
3034,-93.3,34.0,128.0
3035,-106.5,43.5,128.0
3036,-86.1,64.9,128.0
3037,-97.3,50.5,128.0
3038,-89.7,53.6,128.0
3039,-102.8,63.0,128.0
3040,-81.4,88.3,128.0
3041,-92.4,74.4,128.0
3042,-84.6,77.6,128.0
3043,-98.5,87.5,128.0
3044,-78.3,111.5,128.0
3045,-89.7,97.1,128.0
3046,-81.9,100.8,128.0
3047,-95.2,110.3,128.0
3048,-70.6,128.0,128.0
3049,-82.1,122.7,128.0
3050,-73.6,126.6,128.0
3051,-87.5,128.0,128.0
3052,-59.2,128.0,128.0
3053,-70.8,128.0,128.0
3054,-62.9,128.0,128.0
3055,-76.4,128.0,128.0
3056,-47.3,128.0,128.0
3057,-58.8,128.0,128.0
3058,-51.0,128.0,128.0
3059,-64.6,128.0,128.0
3060,-33.7,128.0,128.0
3061,-44.8,128.0,128.0
3062,-36.9,128.0,128.0
3063,-50.7,128.0,128.0
3064,-17.3,128.0,128.0
3065,-28.7,128.0,128.0
3066,-20.9,128.0,128.0
3067,-34.7,128.0,128.0
3068,-1.7,128.0,128.0
3069,-12.9,128.0,128.0
3070,-4.7,128.0,128.0
3071,-18.6,128.0,128.0
3072,17.6,128.0,128.0
3073,5.9,128.0,128.0
3074,14.3,128.0,128.0
3075,0.1,128.0,128.0
3076,37.6,128.0,128.0
3077,26.1,128.0,128.0
3078,33.8,128.0,128.0
3079,20.1,128.0,128.0
3080,61.6,128.0,128.0
3081,50.0,128.0,128.0
3082,57.9,128.0,128.0
3083,44.3,128.0,128.0
3084,83.7,128.0,128.0
3085,71.8,128.0,128.0
3086,80.1,128.0,128.0
3087,66.3,128.0,128.0
3088,110.6,128.0,128.0
3089,99.0,128.0,128.0
3090,107.1,128.0,128.0
3091,93.2,128.0,128.0
3092,128.0,128.0,128.0
3093,128.0,128.0,128.0
3094,128.0,128.0,128.0
3095,123.2,128.0,128.0
3096,128.0,128.0,128.0
3097,128.0,128.0,128.0
3098,128.0,128.0,128.0
3099,128.0,128.0,128.0
3100,128.0,128.0,128.0
3101,128.0,128.0,128.0
3102,128.0,128.0,128.0
3103,128.0,128.0,128.0
3104,128.0,128.0,128.0
3105,128.0,128.0,128.0
3106,128.0,128.0,128.0
3107,128.0,128.0,128.0
3108,128.0,128.0,128.0
3109,128.0,128.0,128.0
3110,128.0,128.0,128.0
3111,128.0,128.0,128.0
3112,128.0,128.0,128.0
3113,128.0,128.0,128.0
3114,128.0,128.0,128.0
3115,128.0,128.0,128.0
3116,128.0,128.0,128.0
3117,128.0,128.0,128.0
3118,128.0,128.0,128.0
3119,128.0,128.0,128.0
3120,128.0,128.0,128.0
3121,128.0,128.0,128.0
3122,128.0,128.0,128.0
3123,128.0,128.0,128.0
3124,128.0,128.0,128.0
3125,128.0,128.0,128.0
3126,128.0,128.0,128.0
3127,128.0,128.0,128.0
3128,128.0,128.0,128.0
3129,128.0,128.0,128.0
3130,128.0,128.0,128.0
3131,128.0,128.0,128.0
3132,128.0,128.0,128.0
3133,128.0,128.0,128.0
3134,128.0,128.0,128.0
3135,128.0,128.0,128.0
3136,128.0,128.0,128.0
3137,128.0,128.0,128.0
3138,128.0,128.0,128.0
3139,128.0,128.0,128.0
3140,128.0,128.0,128.0
3141,128.0,128.0,128.0
3142,128.0,128.0,128.0
3143,128.0,128.0,128.0
3144,10.7,0.0,128.0
3145,-8.3,0.0,128.0
3146,0.0,3.6,128.0
3147,0.0,-13.9,128.0
3148,10.8,0.0,128.0
3149,-8.2,0.0,128.0
3150,0.0,4.0,128.0
3151,0.0,-13.8,128.0
3152,10.4,-0.0,128.0
3153,-8.2,0.0,128.0
3154,0.0,3.9,128.0
3155,0.0,-14.0,128.0
3156,10.5,-0.0,128.0
3157,-8.2,0.0,128.0
3158,0.0,3.7,128.0
3159,0.0,-14.4,128.0
3160,10.7,-1.0,128.0
3161,-8.4,-1.0,128.0
3162,0.0,3.0,128.0
3163,0.0,-16.5,128.0
3164,9.4,-3.0,128.0
3165,-9.2,-3.0,128.0
3166,-1.0,1.0,128.0
3167,-1.0,-18.8,128.0
3168,8.7,-5.0,128.0
3169,-10.4,-5.0,128.0
3170,-2.0,-1.3,128.0
3171,-2.0,-22.3,128.0
3172,8.3,-6.0,128.0
3173,-10.6,-6.0,128.0
3174,-2.0,-2.1,128.0
3175,-2.0,-23.5,128.0
3176,7.6,-7.0,128.0
3177,-11.4,-7.0,128.0
3178,-3.0,-2.9,128.0
3179,-3.0,-24.9,128.0
3180,7.5,-8.0,128.0
3181,-11.3,-8.0,128.0
3182,-3.0,-4.0,128.0
3183,-3.0,-25.5,128.0
3184,6.2,-10.0,128.0
3185,-12.2,-10.0,128.0
3186,-4.0,-6.2,128.0
3187,-4.0,-27.7,128.0
3188,5.3,-12.0,128.0
3189,-13.2,-12.0,128.0
3190,-5.0,-8.3,128.0
3191,-5.0,-29.9,128.0
3192,3.8,-13.0,128.0
3193,-14.4,-13.0,128.0
3194,-6.0,-9.1,128.0
3195,-6.0,-31.4,128.0
3196,2.5,-15.0,128.0
3197,-15.4,-15.0,128.0
3198,-7.0,-11.2,128.0
3199,-7.0,-33.5,128.0
3200,1.8,-18.0,128.0
3201,-16.4,-18.0,128.0
3202,-8.0,-13.9,128.0
3203,-8.0,-36.5,128.0
3204,2.0,-21.0,128.0
3205,-16.1,-21.0,128.0
3206,-8.0,-16.7,128.0
3207,-8.0,-39.6,128.0
3208,-0.3,-24.0,128.0
3209,-18.4,-24.0,128.0
3210,-10.0,-20.1,128.0
3211,-10.0,-43.0,128.0
3212,-3.0,-29.0,128.0
3213,-21.1,-29.0,128.0
3214,-13.0,-25.2,128.0
3215,-13.0,-46.9,128.0
3216,-6.0,-35.0,128.0
3217,-24.2,-35.0,128.0
3218,-16.0,-30.7,128.0
3219,-16.0,-52.7,128.0
3220,-8.0,-42.0,128.0
3221,-26.3,-42.0,128.0
3222,-18.0,-38.2,128.0
3223,-18.0,-58.8,128.0
3224,-12.3,-52.0,128.0
3225,-30.2,-52.0,128.0
3226,-22.0,-48.2,128.0
3227,-22.0,-68.0,128.0
3228,-27.3,-81.0,128.0
3229,-45.5,-81.0,128.0
3230,-37.0,-77.0,128.0
3231,-37.0,-96.6,128.0
3232,-36.1,-102.0,128.0
3233,-54.2,-102.0,128.0
3234,-46.0,-97.9,128.0
3235,-46.0,-117.7,128.0
3236,-48.8,-128.0,128.0
3237,-67.4,-128.0,128.0
3238,-59.0,-124.4,128.0
3239,-59.0,-128.0,128.0
3240,-64.2,-128.0,128.0
3241,-82.4,-128.0,128.0
3242,-74.0,-128.0,128.0
3243,-74.0,-128.0,128.0
3244,-85.6,-128.0,128.0
3245,-103.4,-128.0,128.0
3246,-95.0,-128.0,128.0
3247,-95.1,-128.0,128.0
3248,-110.2,-128.0,128.0
3249,-128.0,-128.0,128.0
3250,-120.0,-128.0,128.0
3251,-120.1,-128.0,128.0
3252,-128.0,-128.0,128.0
3253,-128.0,-128.0,128.0
3254,-128.0,-128.0,128.0
3255,-128.0,-128.0,128.0
3256,-128.0,-128.0,128.0
3257,-128.0,-128.0,128.0
3258,-128.0,-128.0,128.0
3259,-128.0,-128.0,128.0
3260,-128.0,-128.0,128.0
3261,-128.0,-128.0,128.0
3262,-128.0,-128.0,128.0
3263,-128.0,-128.0,128.0
3264,-128.0,-128.0,128.0
3265,-128.0,-128.0,128.0
3266,-128.0,-128.0,128.0
3267,-128.0,-128.0,128.0
3268,-128.0,-128.0,128.0
3269,-128.0,-128.0,128.0
3270,-128.0,-128.0,128.0
3271,-128.0,-128.0,128.0
3272,-128.0,-128.0,128.0
3273,-128.0,-128.0,128.0
3274,-128.0,-128.0,128.0
3275,-128.0,-128.0,128.0
3276,-128.0,-128.0,128.0
3277,-128.0,-128.0,128.0
3278,-128.0,-128.0,128.0
3279,-128.0,-128.0,128.0
3280,10.1,-0.0,128.0
3281,-8.2,0.0,128.0
3282,0.0,4.1,128.0
3283,0.0,-37.5,128.0
3284,9.5,1.0,36.5
3285,-8.1,-0.8,39.2
3286,-0.4,3.9,37.9
3287,3.6,-34.2,39.0
3288,83.6,13.9,-17.4
3289,2.4,1.6,-18.0
3290,3.3,13.2,-17.7
3291,7.6,-15.5,-18.5
3292,128.0,99.3,-17.8
3293,-1.7,17.8,-35.0
3294,-2.1,21.0,-33.4
3295,14.0,-21.1,-56.2
3296,-116.6,114.4,-99.0
3297,113.0,128.0,1.8
3298,109.0,128.0,0.2
3299,107.0,128.0,-7.3
3300,28.8,128.0,82.4
3301,128.0,128.0,39.2
3302,128.0,128.0,46.6
3303,-8.3,128.0,89.0
3304,-68.8,-75.5,-128.0
3305,93.9,-98.9,-48.9
3306,66.6,-88.5,-97.9
3307,15.8,-105.3,-38.2
3308,-9.1,-69.5,-128.0
3309,125.9,-128.0,-39.4
3310,128.0,-103.3,-104.0
3311,-118.3,-128.0,107.2
3312,10.9,-35.2,-48.9
3313,123.8,-128.0,16.9
3314,128.0,-53.8,-41.0
3315,-128.0,-128.0,128.0
3316,11.7,22.1,-58.5
3317,114.4,-119.7,15.9
3318,128.0,-4.7,-48.3
3319,-104.0,-128.0,67.8
3320,61.5,25.2,-9.6
3321,128.0,-128.0,101.9
3322,128.0,-53.5,80.3
3323,-70.3,-128.0,97.6
3324,62.5,35.4,25.1
3325,128.0,-128.0,115.8
3326,128.0,-40.7,128.0
3327,-58.9,-128.0,76.5
3328,87.5,52.7,-11.6
3329,128.0,-128.0,113.9
3330,128.0,-60.4,89.4
3331,128.0,-120.7,100.5
3332,128.0,108.2,-61.8
3333,128.0,-117.7,95.5
3334,128.0,-52.7,100.9
3335,-6.0,-128.0,56.6
3336,128.0,-55.0,62.0
3337,128.0,-90.4,101.2
3338,128.0,29.3,107.2
3339,77.3,-101.6,37.0
3340,128.0,-3.7,34.5
3341,128.0,-37.7,82.1
3342,128.0,94.5,80.3
3343,128.0,-21.9,26.8
3344,128.0,60.5,-23.9
3345,128.0,2.3,55.9
3346,128.0,128.0,82.8
3347,128.0,7.4,11.2
3348,128.0,128.0,-128.0
3349,128.0,21.9,40.6
3350,128.0,128.0,107.3
3351,128.0,35.2,-6.3
3352,128.0,106.1,-11.2
3353,128.0,-106.6,128.0
3354,128.0,128.0,96.3
3355,128.0,85.4,-20.5
3356,128.0,128.0,-105.2
3357,128.0,37.6,38.4
3358,128.0,128.0,107.8
3359,128.0,128.0,-47.1
3360,128.0,128.0,-11.0
3361,128.0,128.0,-51.2
3362,128.0,128.0,109.2
3363,128.0,128.0,-63.9
3364,128.0,128.0,42.3
3365,128.0,90.5,-128.0
3366,128.0,96.3,34.4
3367,128.0,128.0,-69.6
